MY_COLOR,IN_FEN,OUT_FORMAT,OUT_STANDARD
WHITE,r1q2rk1/4bppp/p1n1pn2/1p1pN2b/3P1B2/2PB4/PPQN1PPP/R3R1K1 w - - 0 14,a2a3,a2a3
WHITE,r1q2rk1/4bppp/p1n1pnb1/1p1pN3/3P1B2/P1PB4/1PQN1PPP/R3R1K1 w - - 1 15,f4g5,f4g5
WHITE,r1q1r1k1/4bppp/p1n1pnb1/1p1pN1B1/3P4/P1PB4/1PQN1PPP/R3R1K1 w - - 3 16,e5g6,e5g6
WHITE,r1q1r1k1/4bpp1/p1n1pnp1/1p1p2B1/3P4/P1PB4/1PQN1PPP/R3R1K1 w - - 0 17,d2f3,d2f3
WHITE,1rq1r1k1/4bpp1/p1n1pnp1/1p1p2B1/3P4/P1PB1N2/1PQ2PPP/R3R1K1 w - - 2 18,g5f4,g5f4
WHITE,2q1r1k1/4bpp1/prn1pnp1/1p1p4/3P1B2/P1PB1N2/1PQ2PPP/R3R1K1 w - - 4 19,c2e2,c2e2
WHITE,2q1r1k1/4bpp1/prn1p1p1/1p1p3n/3P1B2/P1PB1N2/1P2QPPP/R3R1K1 w - - 6 20,f4e3,f4e3
WHITE,4r1k1/2q1bpp1/prn1p1p1/1p1p3n/3P4/P1PBBN2/1P2QPPP/R3R1K1 w - - 8 21,g2g3,g2g3
WHITE,1r2r1k1/2q1bpp1/p1n1p1p1/1p1p3n/3P4/P1PBBNP1/1P2QP1P/R3R1K1 w - - 1 22,a3a4,a3a4
WHITE,1r2r1k1/1q2bpp1/p1n1p1p1/1p1p3n/P2P4/2PBBNP1/1P2QP1P/R3R1K1 w - - 1 23,f3e5,f3e5
WHITE,1r2r1k1/1q2bpp1/p1n1pnp1/1p1pN3/P2P4/2PBB1P1/1P2QP1P/R3R1K1 w - - 3 24,a4b5,a4b5
WHITE,1r2r1k1/1q2bpp1/2n1pnp1/1p1pN3/3P4/2PBB1P1/1P2QP1P/R3R1K1 w - - 0 25,e3f4,e3f4
WHITE,1r2r1k1/1q3pp1/2nbpnp1/1p1pN3/3P1B2/2PB2P1/1P2QP1P/R3R1K1 w - - 2 26,e5c6,e5c6
WHITE,1r2r1k1/5pp1/2qbpnp1/1p1p4/3P1B2/2PB2P1/1P2QP1P/R3R1K1 w - - 0 27,f4d6,f4d6
WHITE,1r2r1k1/5pp1/3qpnp1/1p1p4/3P4/2PB2P1/1P2QP1P/R3R1K1 w - - 0 28,d3b5,d3b5
WHITE,1rr3k1/5pp1/3qpnp1/1B1p4/3P4/2P3P1/1P2QP1P/R3R1K1 w - - 1 29,b5d3,b5d3
WHITE,1rr3k1/3n1pp1/3qp1p1/3p4/3P4/2PB2P1/1P2QP1P/R3R1K1 w - - 3 30,a1a7,a1a7
WHITE,1r4k1/R1rn1pp1/3qp1p1/3p4/3P4/2PB2P1/1P2QP1P/4R1K1 w - - 5 31,a7a6,a7a6
WHITE,1r4k1/3n1pp1/R1rqp1p1/3p4/3P4/2PB2P1/1P2QP1P/4R1K1 w - - 7 32,e1a1,e1a1
WHITE,1r4k1/3n1pp1/r2qp1p1/3p4/3P4/2PB2P1/1P2QP1P/R5K1 w - - 0 33,a1a6,a1a6
WHITE,1r4k1/2qn1pp1/R3p1p1/3p4/3P4/2PB2P1/1P2QP1P/6K1 w - - 1 34,h2h4,h2h4
WHITE,1r4k1/1q1n1pp1/R3p1p1/3p4/3P3P/2PB2P1/1P2QP2/6K1 w - - 1 35,b2b4,b2b4
WHITE,r5k1/1q1n1pp1/R3p1p1/3p4/1P1P3P/2PB2P1/4QP2/6K1 w - - 1 36,b4b5,b4b5
WHITE,2r3k1/1q1n1pp1/R3p1p1/1P1p4/3P3P/2PB2P1/4QP2/6K1 w - - 1 37,e2b2,e2b2
WHITE,2r3k1/2qn1pp1/R3p1p1/1P1p4/3P3P/2PB2P1/1Q3P2/6K1 w - - 3 38,b5b6,b5b6
WHITE,2r3k1/3n1pp1/RP2p1p1/3p4/3P3P/2qB2P1/1Q3P2/6K1 w - - 0 39,b2c3,b2c3
WHITE,6k1/3n1pp1/RP2p1p1/3p4/3P3P/2rB2P1/5P2/6K1 w - - 0 40,d3b5,d3b5
WHITE,1n4k1/5pp1/RP2p1p1/1B1p4/3P3P/2r3P1/5P2/6K1 w - - 2 41,a6a8,a6a8
WHITE,Rnr3k1/5pp1/1P2p1p1/1B1p4/3P3P/6P1/5P2/6K1 w - - 4 42,g1f1,g1f1
WHITE,Rnr2k2/5pp1/1P2p1p1/1B1p4/3P3P/6P1/5P2/5K2 w - - 6 43,b5d7,b5d7
WHITE,Rn1r1k2/3B1pp1/1P2p1p1/3p4/3P3P/6P1/5P2/5K2 w - - 8 44,b6b7,b6b7
WHITE,Rn1r4/1P1Bkpp1/4p1p1/3p4/3P3P/6P1/5P2/5K2 w - - 1 45,d7c8,d7c8
WHITE,R1Br4/1P2kpp1/2n1p1p1/3p4/3P3P/6P1/5P2/5K2 w - - 3 46,b7b8q,b7b8q
WHITE,RnBr4/4kpp1/4p1p1/3p4/3P3P/6P1/5P2/5K2 w - - 0 47,a8b8,a8b8
WHITE,1RBr4/5pp1/4pkp1/3p4/3P3P/6P1/5P2/5K2 w - - 1 48,f1e2,f1e2
WHITE,1RBr4/5pp1/4pk2/3p2p1/3P3P/6P1/4KP2/8 w - - 0 49,h4g5,h4g5
WHITE,1RBr4/5pp1/4p3/3p2k1/3P4/6P1/4KP2/8 w - - 0 50,b8a8,b8a8
WHITE,R1Br4/6p1/4pp2/3p2k1/3P4/6P1/4KP2/8 w - - 0 51,c8b7,c8b7
WHITE,R7/1B1r2p1/4pp2/3p2k1/3P4/6P1/4KP2/8 w - - 2 52,b7c6,b7c6
WHITE,R7/2r3p1/2B1pp2/3p2k1/3P4/6P1/4KP2/8 w - - 4 53,a8a6,a8a6
WHITE,8/2r3p1/R1B1pp2/3p1k2/3P4/6P1/4KP2/8 w - - 6 54,e2e3,e2e3
BLACK,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5,e7e5
BLACK,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,b8c6,b8c6
BLACK,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,g8f6,g8f6
BLACK,r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 4,f6e4,f6e4
BLACK,r1bqkb1r/pppp1ppp/2n5/1B2p3/3Pn3/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 5,e4d6,e4d6
BLACK,r1bqkb1r/pppp1ppp/2Bn4/4p3/3P4/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 6,d7c6,d7c6
BLACK,r1bqkb1r/ppp2ppp/2pn4/4P3/8/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 7,d6f5,d6f5
BLACK,r1bQkb1r/ppp2ppp/2p5/4Pn2/8/5N2/PPP2PPP/RNB2RK1 b kq - 0 8,e8d8,e8d8
BLACK,r1bk1b1r/ppp2ppp/2p5/4Pn2/8/5N1P/PPP2PP1/RNB2RK1 b - - 0 9,c8d7,c8d7
BLACK,r2k1b1r/pppb1ppp/2p5/4Pn2/8/5N1P/PPP2PP1/RNBR2K1 b - - 2 10,d8c8,d8c8
BLACK,r1k2b1r/pppb1ppp/2p5/4Pn2/6P1/5N1P/PPP2P2/RNBR2K1 b - - 0 11,f5e7,f5e7
BLACK,r1k2b1r/pppbnppp/2p5/4P1N1/6P1/7P/PPP2P2/RNBR2K1 b - - 2 12,d7e8,d7e8
BLACK,r1k1bb1r/ppp1nppp/2p5/4P1N1/5PP1/7P/PPP5/RNBR2K1 b - - 0 13,b7b6,b7b6
BLACK,r1k1bb1r/p1p1nppp/1pp5/4P1N1/5PP1/7P/PPP3K1/RNBR4 b - - 1 14,h7h5,h7h5
BLACK,r1k1bb1r/p1p1npp1/1pp5/4P1Np/5PP1/6KP/PPP5/RNBR4 b - - 1 15,h5g4,h5g4
BLACK,r1k1bb1r/p1p1npp1/1pp5/4P1N1/5PP1/6K1/PPP5/RNBR4 b - - 0 16,f7f5,f7f5
BLACK,r1k1bb1r/p1p1n1p1/1pp2P2/6N1/5PP1/6K1/PPP5/RNBR4 b - - 0 17,g7f6,g7f6
BLACK,r1k1bb1r/p1p1n3/1pp1Np2/8/5PP1/6K1/PPP5/RNBR4 b - - 1 18,e8d7,e8d7
BLACK,r1k2b1r/p1pbn3/1pp1Np2/8/5PP1/6K1/PPP5/RNB1R3 b - - 3 19,e7d5,e7d5
BLACK,r1k2b1r/p1pb4/1pp1Np2/3n4/5PP1/6K1/PPPB4/RN2R3 b - - 5 20,f8d6,f8d6
BLACK,r1k4r/p1pb4/1ppbNp2/3n4/5PP1/2N3K1/PPPB4/R3R3 b - - 7 21,h8e8,h8e8
BLACK,r1k1r3/p1pb4/1ppbNp2/3N4/5PP1/6K1/PPPB4/R3R3 b - - 0 22,c6d5,c6d5
BLACK,r1k1r3/p1pb2N1/1p1b1p2/3p4/5PP1/6K1/PPPB4/R3R3 b - - 1 23,e8g8,e8g8
BLACK,r1k3r1/p1pb4/1p1bNp2/3p4/5PP1/6K1/PPPB4/R3R3 b - - 3 24,f6f5,f6f5
BLACK,r1k3r1/p1pb4/1p1bN3/3p1pP1/5P2/6K1/PPPB4/R3R3 b - - 0 25,g8g6,g8g6
BLACK,r1k5/p1pb4/1p1b2r1/3p1pP1/3N1P2/6K1/PPPB4/R3R3 b - - 2 26,g6g5,g6g5
BLACK,r1k5/p1pb4/1p1b4/3p1pr1/3N1P2/8/PPPB1K2/R3R3 b - - 1 27,g5g4,g5g4
BLACK,r1k5/p1pb4/1p1b4/3p1p2/3N1Pr1/8/PPPB1K2/R5R1 b - - 3 28,d6c5,d6c5
BLACK,r1k5/p1pb4/1p6/2bp1p2/3N1Pr1/2P5/PP1B1K2/R5R1 b - - 0 29,c8b7,c8b7
BLACK,r7/pkpb4/1p6/2bp1p2/3N1Pr1/2P5/PP1B1K2/4R1R1 b - - 2 30,a8h8,a8h8
BLACK,7r/pkpb4/1p6/2bp1p2/3N1Pr1/2P5/PP1B1K2/4R2R b - - 4 31,h8g8,h8g8
BLACK,6r1/pkpb4/1p6/2bp1p2/3N1Pr1/2P5/PP1B1K2/4R1R1 b - - 6 32,c5d6,c5d6
BLACK,6r1/pkpb4/1p1b4/3p1p2/3N1PR1/2P5/PP1B1K2/4R3 b - - 0 33,g8g4,g8g4
BLACK,8/pkpb4/1p1b4/3p1p2/3N1Pr1/2P2K2/PP1B4/4R3 b - - 1 34,c7c5,c7c5
BLACK,8/pk1b4/1p1b4/2pp1p2/5Pr1/2P2K2/PP1BN3/4R3 b - - 1 35,d7c6,d7c6
BLACK,8/pk6/1pbb4/2pp1p2/5Pr1/2P5/PP1BNK2/4R3 b - - 3 36,d6e7,d6e7
BLACK,8/pk2b3/1pb5/2pp1p2/5Pr1/2P5/PP1BNK2/6R1 b - - 5 37,e7h4,e7h4
BLACK,8/pk6/1pb5/2pp1p2/5Prb/2P1K3/PP1BN3/6R1 b - - 7 38,d5d4,d5d4
BLACK,8/pk6/1pb5/2p2p2/3P1Prb/4K3/PP1BN3/6R1 b - - 0 39,c5d4,c5d4
WHITE,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,d2d4
WHITE,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,g1f3,g1f3
WHITE,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,c1f4,c1f4
WHITE,rnbqkb1r/ppp1pp1p/5np1/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 4,e2e3,e2e3
WHITE,rnbqk2r/ppp1ppbp/5np1/3p4/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 1 5,b1c3,b1c3
WHITE,rnbq1rk1/ppp1ppbp/5np1/3p4/3P1B2/2N1PN2/PPP2PPP/R2QKB1R w KQ - 3 6,h2h3,h2h3
WHITE,rnbq1rk1/pp2ppbp/5np1/2pp4/3P1B2/2N1PN1P/PPP2PP1/R2QKB1R w KQ - 0 7,d4c5,d4c5
WHITE,r1bq1rk1/pp1nppbp/5np1/2Pp4/5B2/2N1PN1P/PPP2PP1/R2QKB1R w KQ - 1 8,f1e2,f1e2
WHITE,r1bq1rk1/pp2ppbp/5np1/2np4/5B2/2N1PN1P/PPP1BPP1/R2QK2R w KQ - 0 9,f4e5,f4e5
WHITE,r1bq1rk1/pp1nppbp/5np1/3pB3/8/2N1PN1P/PPP1BPP1/R2QK2R w KQ - 2 10,e5d4,e5d4
WHITE,r1b2rk1/ppqnppbp/5np1/3p4/3B4/2N1PN1P/PPP1BPP1/R2QK2R w KQ - 4 11,c3b5,c3b5
WHITE,rqb2rk1/pp1nppbp/5np1/1N1p4/3B4/4PN1P/PPP1BPP1/R2QK2R w KQ - 6 12,c2c4,c2c4
WHITE,rqb2rk1/1p1nppbp/p4np1/1N1p4/2PB4/4PN1P/PP2BPP1/R2QK2R w KQ - 0 13,b5a3,b5a3
WHITE,rqb2rk1/1p1nppbp/p4np1/8/2pB4/N3PN1P/PP2BPP1/R2QK2R w KQ - 0 14,a3c4,a3c4
WHITE,rqb2rk1/3nppbp/p4np1/1p6/2NB4/4PN1P/PP2BPP1/R2QK2R w KQ - 0 15,c4a5,c4a5
WHITE,rq3rk1/1b1nppbp/p4np1/Np6/3B4/4PN1P/PP2BPP1/R2QK2R w KQ - 2 16,a5b7,a5b7
WHITE,r4rk1/1q1nppbp/p4np1/1p6/3B4/4PN1P/PP2BPP1/R2QK2R w KQ - 0 17,O-O,e1g1
WHITE,r2r2k1/1q1nppbp/p4np1/1p6/3B4/4PN1P/PP2BPP1/R2Q1RK1 w - - 2 18,d1b3,d1b3
WHITE,2rr2k1/1q1nppbp/p4np1/1p6/3B4/1Q2PN1P/PP2BPP1/R4RK1 w - - 4 19,a1c1,a1c1
WHITE,2rr2k1/1q1n1pbp/p3pnp1/1p6/3B4/1Q2PN1P/PP2BPP1/2R2RK1 w - - 0 20,a2a4,a2a4
WHITE,2rr2k1/1q1n1pbp/p3pnp1/8/Pp1B4/1Q2PN1P/1P2BPP1/2R2RK1 w - - 0 21,f3g5,f3g5
WHITE,2rr2k1/1q1n1pb1/p3pnpp/6N1/Pp1B4/1Q2P2P/1P2BPP1/2R2RK1 w - - 0 22,e2f3,e2f3
WHITE,1qrr2k1/3n1pb1/p3pnpp/6N1/Pp1B4/1Q2PB1P/1P3PP1/2R2RK1 w - - 2 23,g5e6,g5e6
WHITE,1qrr2k1/3n2b1/p3pnpp/8/Pp1B4/1Q2PB1P/1P3PP1/2R2RK1 w - - 0 24,b3e6,b3e6
WHITE,1qrr4/3n2bk/p3Qnpp/8/Pp1B4/4PB1P/1P3PP1/2R2RK1 w - - 1 25,e6a6,e6a6
WHITE,1qrr4/6bk/Q4npp/4n3/Pp1B4/4PB1P/1P3PP1/2R2RK1 w - - 1 26,d4e5,d4e5
BLACK,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,f7f5,f7f5
BLACK,rnbqkbnr/ppppp1pp/8/5p2/3P4/6P1/PPP1PP1P/RNBQKBNR b KQkq - 0 2,g8f6,g8f6
BLACK,rnbqkb1r/ppppp1pp/5n2/5p2/3P4/6P1/PPP1PPBP/RNBQK1NR b KQkq - 2 3,g7g6,g7g6
BLACK,rnbqkb1r/ppppp2p/5np1/5p2/3P4/5NP1/PPP1PPBP/RNBQK2R b KQkq - 1 4,f8g7,f8g7
BLACK,rnbqk2r/ppppp1bp/5np1/5p2/3P4/5NP1/PPP1PPBP/RNBQ1RK1 b kq - 3 5,O-O,e8g8
BLACK,rnbq1rk1/ppppp1bp/5np1/5p2/3P4/1P3NP1/P1P1PPBP/RNBQ1RK1 b - - 0 6,d7d6,d7d6
BLACK,rnbq1rk1/ppp1p1bp/3p1np1/5p2/3P4/1P3NP1/PBP1PPBP/RN1Q1RK1 b - - 1 7,a7a5,a7a5
BLACK,rnbq1rk1/1pp1p1bp/3p1np1/p4p2/2PP4/1P3NP1/PB2PPBP/RN1Q1RK1 b - - 0 8,c7c6,c7c6
BLACK,rnbq1rk1/1p2p1bp/2pp1np1/p4p2/2PP4/1PN2NP1/PB2PPBP/R2Q1RK1 b - - 1 9,b8a6,b8a6
BLACK,r1bq1rk1/1p2p1bp/n1pp1np1/p4p2/2PP4/1PN2NP1/PB2PPBP/R2QR1K1 b - - 3 10,f6e4,f6e4
BLACK,r1bq1rk1/1p2p1bp/n1pp2p1/p4p2/2PPN3/1P3NP1/PB2PPBP/R2QR1K1 b - - 0 11,f5e4,f5e4
BLACK,r1bq1rk1/1p2p1bp/n1pp2p1/p7/2PPp3/1P4P1/PB1NPPBP/R2QR1K1 b - - 1 12,d6d5,d6d5
BLACK,r1bq1rk1/1p2p1bp/n1p3p1/p2P4/3Pp3/1P4P1/PB1NPPBP/R2QR1K1 b - - 0 13,c6d5,c6d5
BLACK,r1bq1rk1/1p2p1bp/n5p1/p2p4/3Pp3/1P3PP1/PB1NP1BP/R2QR1K1 b - - 0 14,e4f3,e4f3
BLACK,r1bq1rk1/1p2p1bp/n5p1/p2p4/3P4/1P3PP1/PB1N2BP/R2QR1K1 b - - 0 15,a6b4,a6b4
BLACK,r1bq1rk1/1p2p1bp/6p1/p2p4/1n1P4/1P3PP1/PB4BP/R2QRNK1 b - - 2 16,c8f5,c8f5
BLACK,r2q1rk1/1p2p1bp/6p1/p2p1b2/1n1P4/1P2NPP1/PB4BP/R2QR1K1 b - - 4 17,b4d3,b4d3
BLACK,r2q1rk1/1p2p1bp/6p1/p2p1N2/3P4/1P1n1PP1/PB4BP/R2QR1K1 b - - 0 18,d3b2,d3b2
BLACK,r2q1rk1/1p2N1bp/6p1/p2p4/3P4/1P3PP1/Pn4BP/R2QR1K1 b - - 0 19,g8h8,g8h8
BLACK,r2q1r1k/1p2N1bp/6p1/p2p4/3P4/1P3PP1/Pn1Q2BP/R3R1K1 b - - 2 20,d8b6,d8b6
BLACK,r4r1k/1p2N1bp/1q4p1/p2p4/3P4/1P3PP1/Pn1Q2BP/R3R2K b - - 4 21,b6d4,b6d4
BLACK,r4r1k/1p2N1bp/6p1/p2p4/3Q4/1P3PP1/Pn4BP/R3R2K b - - 0 22,g7d4,g7d4
BLACK,r4r1k/1p2N2p/6p1/p2p4/3b4/1P3PP1/Pn5P/R3RB1K b - - 1 23,f8f3,f8f3
BLACK,r6k/1p5p/6p1/p2N4/3b4/1P3rP1/Pn5P/R3RB1K b - - 0 24,a8d8,a8d8
BLACK,3r3k/1p5p/6p1/p7/3b1N2/1P3rP1/Pn5P/R3RB1K b - - 2 25,d4c3,d4c3
BLACK,3r3k/1p5p/6p1/p7/5N2/1Pb2rP1/Pn2R2P/R4B1K b - - 4 26,b2d1,b2d1
BLACK,3r3k/1p5p/6p1/p7/5N2/1Pb2rP1/P3R2P/2Rn1B1K b - - 6 27,f3f1,f3f1
BLACK,3r3k/1p5p/6p1/p7/5N2/1Pb3P1/P3R1KP/2Rn1r2 b - - 1 28,d1e3,d1e3
BLACK,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5,e7e5
BLACK,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,b8c6,b8c6
BLACK,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,g8f6,g8f6
BLACK,r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 4,f6e4,f6e4
BLACK,r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQR1K1 b kq - 1 5,e4d6,e4d6
BLACK,r1bqkb1r/pppp1ppp/2nn4/1B2N3/8/8/PPPP1PPP/RNBQR1K1 b kq - 0 6,f8e7,f8e7
BLACK,r1bqk2r/ppppbppp/2nn4/4N3/8/8/PPPP1PPP/RNBQRBK1 b kq - 2 7,c6e5,c6e5
BLACK,r1bqk2r/ppppbppp/3n4/4R3/8/8/PPPP1PPP/RNBQ1BK1 b kq - 0 8,O-O,e8g8
BLACK,r1bq1rk1/ppppbppp/3n4/4R3/3P4/8/PPP2PPP/RNBQ1BK1 b - - 0 9,d6e8,d6e8
BLACK,r1bqnrk1/ppppbppp/8/3PR3/8/8/PPP2PPP/RNBQ1BK1 b - - 0 10,d7d6,d7d6
BLACK,r1bqnrk1/ppp1bppp/3p4/3P4/8/8/PPP2PPP/RNBQRBK1 b - - 1 11,e7f6,e7f6
BLACK,r1bqnrk1/ppp2ppp/3p1b2/3P4/8/8/PPPN1PPP/R1BQRBK1 b - - 3 12,c8f5,c8f5
BLACK,r2qnrk1/ppp2ppp/3p1b2/3P1b2/8/2P5/PP1N1PPP/R1BQRBK1 b - - 0 13,g7g6,g7g6
BLACK,r2qnrk1/ppp2p1p/3p1bp1/3P1b2/6P1/2P5/PP1N1P1P/R1BQRBK1 b - - 0 14,f5d7,f5d7
BLACK,r2qnrk1/pppb1p1p/3p1bp1/3P4/4N1P1/2P5/PP3P1P/R1BQRBK1 b - - 2 15,f6g7,f6g7
BLACK,r2qnrk1/pppb1pbp/3p2p1/3P2B1/4N1P1/2P5/PP3P1P/R2QRBK1 b - - 4 16,f7f6,f7f6
BLACK,r2qnrk1/pppb2bp/3p1pp1/3P4/4N1PB/2P5/PP3P1P/R2QRBK1 b - - 1 17,g6g5,g6g5
BLACK,r2qnrk1/pppb2bp/3p1p2/3P2p1/4N1P1/2P3B1/PP3P1P/R2QRBK1 b - - 1 18,f6f5,f6f5
BLACK,r2qnrk1/pppb2bp/3p4/3P1Pp1/4N3/2P3B1/PP3P1P/R2QRBK1 b - - 0 19,d7f5,d7f5
BLACK,r2qnrk1/ppp3bp/3p4/3P1bp1/4N3/2P3B1/PP3PBP/R2QR1K1 b - - 1 20,h7h6,h7h6
BLACK,r2qnrk1/ppp3b1/3p3p/3P1bp1/8/2P3B1/PP1N1PBP/R2QR1K1 b - - 1 21,e8f6,e8f6
BLACK,r2q1rk1/ppp3b1/3p1n1p/3P1bp1/8/1NP3B1/PP3PBP/R2QR1K1 b - - 3 22,f5g4,f5g4
BLACK,r2q1rk1/ppp3b1/3p1n1p/3P2p1/6b1/1NP3B1/PP1Q1PBP/R3R1K1 b - - 5 23,f6h5,f6h5
BLACK,r2q1rk1/ppp3b1/3p3p/3P2pn/3N2b1/2P3B1/PP1Q1PBP/R3R1K1 b - - 7 24,g7d4,g7d4
BLACK,r2q1rk1/ppp5/3p3p/3P2pn/3Q2b1/2P3B1/PP3PBP/R3R1K1 b - - 0 25,h5f4,h5f4
BLACK,r2q1rk1/ppp5/3p3p/3P2p1/3QRnb1/2P3B1/PP3PBP/R5K1 b - - 2 26,f4e2,f4e2
BLACK,r2q1rk1/ppp5/3p3p/3P2p1/3Q2b1/2P3B1/PP2RPBP/R5K1 b - - 0 27,g4e2,g4e2
BLACK,r2q1rk1/ppp5/3p3p/3P2p1/3Q4/2P3B1/PP2bPBP/4R1K1 b - - 1 28,f8e8,f8e8
BLACK,r2qr1k1/ppp5/3p3p/3P2p1/3Q4/2P3BB/PP2bP1P/4R1K1 b - - 3 29,e2h5,e2h5
BLACK,r2qr1k1/ppp5/3pB2p/3P2pb/3Q4/2P3B1/PP3P1P/4R1K1 b - - 5 30,g8h7,g8h7
BLACK,r2qr3/ppp4k/3pB2p/3P2pb/3Q3P/2P3B1/PP3P2/4R1K1 b - - 0 31,e8f8,e8f8
BLACK,r2q1r2/ppp4k/3pB2p/3P2pb/2Q4P/2P3B1/PP3P2/4R1K1 b - - 2 32,f8f3,f8f3
BLACK,r2q4/ppp4k/3pB2p/3P2Pb/2Q5/2P2rB1/PP3P2/4R1K1 b - - 0 33,h6g5,h6g5
BLACK,r2q4/ppp4k/3pB3/3P2pb/2Q5/2P2rB1/PP3PK1/4R3 b - - 1 34,d8f6,d8f6
BLACK,r7/ppQ4k/3pBq2/3P2pb/8/2P2rB1/PP3PK1/4R3 b - - 0 35,h7g6,h7g6
BLACK,r7/pp6/3QBqk1/3P2pb/8/2P2rB1/PP3PK1/4R3 b - - 0 36,a8f8,a8f8
BLACK,5r2/pp6/4Bqk1/2QP2pb/8/2P2rB1/PP3PK1/4R3 b - - 2 37,f3d3,f3d3
BLACK,5r2/pp6/4Bqk1/2QP2pb/8/2Pr2B1/PP3P2/4R1K1 b - - 4 38,h5f3,h5f3
BLACK,5r2/pp6/3QBqk1/3P2p1/8/2Pr1bB1/PP3P2/4R1K1 b - - 6 39,f8d8,f8d8
BLACK,3r4/ppQ5/4Bqk1/3P2p1/8/2Pr1bB1/PP3P2/4R1K1 b - - 8 40,d8h8,d8h8
BLACK,7r/ppQ5/4Bqk1/3P2p1/8/2Pr1b2/PP3P1B/4R1K1 b - - 10 41,d3d2,d3d2
BLACK,7r/ppQB4/5qk1/3P2p1/8/2P2b2/PP1r1P1B/4R1K1 b - - 12 42,f3d5,f3d5
BLACK,7r/pp1B4/5qk1/3b2p1/8/2P3Q1/PP1r1P1B/4R1K1 b - - 1 43,f6f3,f6f3
BLACK,7r/pp1B4/4R1k1/3b2p1/8/2P2qQ1/PP1r1P1B/6K1 b - - 3 44,g6h5,g6h5
BLACK,4B2r/pp6/4R3/3b2pk/8/2P2qQ1/PP1r1P1B/6K1 b - - 5 45,h8e8,h8e8
BLACK,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5,e7e5
BLACK,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,b8c6,b8c6
BLACK,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,g7g6,g7g6
BLACK,r1bqkbnr/pppp1p1p/2n3p1/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 1 4,f8g7,f8g7
BLACK,r1bqk1nr/pppp1pbp/2n3p1/1B2p3/4P3/2P2N2/PP1P1PPP/RNBQ1RK1 b kq - 0 5,a7a6,a7a6
BLACK,r1bqk1nr/1ppp1pbp/p1n3p1/4p3/B3P3/2P2N2/PP1P1PPP/RNBQ1RK1 b kq - 1 6,g8e7,g8e7
BLACK,r1bqk2r/1pppnpbp/p1n3p1/4p3/B2PP3/2P2N2/PP3PPP/RNBQ1RK1 b kq - 0 7,b7b5,b7b5
BLACK,r1bqk2r/2ppnpbp/p1n3p1/1p2p3/3PP3/2P2N2/PPB2PPP/RNBQ1RK1 b kq - 1 8,e5d4,e5d4
BLACK,r1bqk2r/2ppnpbp/p1n3p1/1p6/3PP3/5N2/PPB2PPP/RNBQ1RK1 b kq - 0 9,d7d6,d7d6
BLACK,r1bqk2r/2p1npbp/p1np2p1/1p1P4/4P3/5N2/PPB2PPP/RNBQ1RK1 b kq - 0 10,c6a5,c6a5
BLACK,r1bqk2r/2p1npbp/p2p2p1/np1P4/4P3/2N2N2/PPB2PPP/R1BQ1RK1 b kq - 2 11,O-O,e8g8
BLACK,r1bq1rk1/2p1npbp/p2p2p1/np1P4/4P3/2N2N2/PPB2PPP/R1BQR1K1 b - - 4 12,a5c4,a5c4
