MY_COLOR,IN_FEN,OUT_FORMAT,OUT_STANDARD
WHITE,2r2k2/pp3ppp/5nb1/3p4/3PN3/1P4P1/P1nq1PBP/R3R1K1 w - - 0 20,e4d2,e4d2
WHITE,2r2k2/pp3ppp/5nb1/3p4/3P4/1P4P1/P2N1PBP/R3n1K1 w - - 0 21,a1e1,a1e1
WHITE,5k2/pp3ppp/5nb1/3p4/3P4/1P4P1/P1rN1PBP/4R1K1 w - - 1 22,d2f3,d2f3
WHITE,5k2/pp3ppp/5nb1/3p4/3P4/1P3NP1/r4PBP/4R1K1 w - - 0 23,f3e5,f3e5
WHITE,5k2/pp3ppp/5n2/3pN3/3Pb3/1P4P1/r4PBP/4R1K1 w - - 2 24,e1c1,e1c1
WHITE,5k2/pp3ppp/5n2/3pN3/3Pb3/1P4P1/2r2PBP/2R3K1 w - - 4 25,c1c2,c1c2
WHITE,5k2/pp3ppp/5n2/3pN3/3P4/1P4P1/2b2PBP/6K1 w - - 0 26,b3b4,b3b4
WHITE,8/pp2kppp/5n2/3pN3/1P1P4/6P1/2b2PBP/6K1 w - - 1 27,g1f1,g1f1
WHITE,8/pp2kppp/5n2/3pN3/1P1P4/1b4P1/5PBP/5K2 w - - 3 28,f1e1,f1e1
WHITE,8/pp1nkppp/8/3pN3/1P1P4/1b4P1/5PBP/4K3 w - - 5 29,e1d2,e1d2
BLACK,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,d7d5,d7d5
BLACK,rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,g8f6,g8f6
BLACK,rnbqkb1r/ppp1pppp/5n2/3P4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 2 3,f6d5,f6d5
BLACK,rnbqkb1r/ppp1pppp/8/3n4/2B5/2N5/PPPP1PPP/R1BQK1NR b KQkq - 1 4,d5b6,d5b6
BLACK,rnbqkb1r/ppp1pppp/1n6/8/8/1BN5/PPPP1PPP/R1BQK1NR b KQkq - 3 5,b8c6,b8c6
BLACK,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,g8f6,g8f6
BLACK,rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 2 2,d7d6,d7d6
BLACK,rnbqkb1r/ppp1pppp/3p1n2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,c7c6,c7c6
BLACK,rnbqkb1r/pp2pppp/2pp1n2/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 4,g7g6,g7g6
BLACK,rnbqkb1r/pp2pp1p/2pp1np1/8/2PP1B2/2N2N2/PP2PPPP/R2QKB1R b KQkq - 1 5,f8g7,f8g7
BLACK,rnbqk2r/pp2ppbp/2pp1np1/8/2PP1B2/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 6,f6h5,f6h5
BLACK,rnbqk2r/pp2ppbp/2pp2p1/6Bn/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq - 2 7,h7h6,h7h6
BLACK,rnbqk2r/pp2ppb1/2pp2pp/7n/2PP3B/2N1PN2/PP3PPP/R2QKB1R b KQkq - 1 8,g6g5,g6g5
BLACK,rnbqk2r/pp2ppb1/2pp3p/6pn/2PP3B/2N1P3/PP1N1PPP/R2QKB1R b KQkq - 1 9,h5f6,h5f6
BLACK,rnbqk2r/pp2ppb1/2pp1n1p/6p1/2PP4/2N1P1B1/PP1N1PPP/R2QKB1R b KQkq - 3 10,c8f5,c8f5
BLACK,rn1qk2r/pp2ppb1/2pp1n1p/5bp1/2PPP3/2N3B1/PP1N1PPP/R2QKB1R b KQkq - 0 11,f5g6,f5g6
BLACK,rn1qk2r/pp2ppb1/2pp1nbp/6p1/2PPP3/2N3B1/PP1NBPPP/R2QK2R b KQkq - 2 12,f6d7,f6d7
BLACK,rn1qk2r/pp1nppb1/2pp2bp/6p1/2PPP3/1NN3B1/PP2BPPP/R2QK2R b KQkq - 4 13,a7a5,a7a5
BLACK,rn1qk2r/1p1nppb1/2pp2bp/p5p1/2PPP3/1NN2PB1/PP2B1PP/R2QK2R b KQkq - 0 14,a5a4,a5a4
BLACK,rn1qk2r/1p1nppb1/2pp2bp/6p1/p1PPP3/2N2PB1/PP2B1PP/R1NQK2R b KQkq - 1 15,a4a3,a4a3
BLACK,rn1qk2r/1p1nppb1/2pp2bp/6p1/2PPP3/pPN2PB1/P3B1PP/R1NQK2R b KQkq - 0 16,c6c5,c6c5
BLACK,rn1qk2r/1p1nppb1/3p2bp/2p3p1/2PPP3/pPN2P2/P3BBPP/R1NQK2R b KQkq - 1 17,b8c6,b8c6
BLACK,r2qk2r/1p1nppb1/2np2bp/1Np3p1/2PPP3/pP3P2/P3BBPP/R1NQK2R b KQkq - 3 18,d8a5,d8a5
BLACK,r3k2r/1p1nppb1/2np2bp/qNp3p1/2PPP3/pP3P2/P3BBPP/R1NQ1K1R b kq - 5 19,O-O,e8g8
BLACK,r4rk1/1p1nppb1/2np2bp/qNp3p1/2PPP3/pP3P2/P3BBPP/1RNQ1K1R b - - 7 20,f7f5,f7f5
BLACK,r4rk1/1p1np1b1/2np2bp/qNP2pp1/2P1P3/pP3P2/P3BBPP/1RNQ1K1R b - - 0 21,d7c5,d7c5
BLACK,r4rk1/1p2p1b1/2np2bp/qNn2pp1/2P1P3/pP1N1P2/P3BBPP/1R1Q1K1R b - - 1 22,c5d3,c5d3
BLACK,r4rk1/1p2p1b1/2np2bp/qN3pp1/2P1P3/pP1Q1P2/P3BBPP/1R3K1R b - - 0 23,f5e4,f5e4
BLACK,r4rk1/1p2p1b1/2np2bp/qN1Q2p1/2P1p3/pP3P2/P3BBPP/1R3K1R b - - 1 24,g8h7,g8h7
BLACK,r4r2/1p2p1bk/2np2bp/qN1Q2p1/2P1P3/pP6/P3BBPP/1R3K1R b - - 0 25,c6b4,c6b4
BLACK,r4r2/1p2p1bk/3p2bp/qN4p1/1nP1P3/pP6/P2QBBPP/1R3K1R b - - 2 26,g6e4,g6e4
BLACK,r4r2/1p2p1bk/3p3p/qN4p1/1nP1b3/pP6/P2QBBPP/4RK1R b - - 1 27,b4d3,b4d3
BLACK,r4r2/1p2p1bk/3p3p/QN4p1/2P1b3/pP1n4/P3BBPP/4RK1R b - - 0 28,a8a5,a8a5
BLACK,5r2/1p2p1bk/3p3p/rN4p1/2P1b3/pP1B4/P4BPP/4RK1R b - - 0 29,e4d3,e4d3
BLACK,5r2/1p2p1bk/3p3p/rN4p1/2P5/pP1b4/P4BPP/4R1KR b - - 1 30,f8f7,f8f7
BLACK,8/1p2prbk/3p3p/rN4p1/2PB4/pP1b4/P5PP/4R1KR b - - 3 31,a5b5,a5b5
BLACK,8/1p2prBk/3p3p/1r4p1/2P5/pP1b4/P5PP/4R1KR b - - 0 32,b5f5,b5f5
WHITE,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c2c4,c2c4
WHITE,rnbqkbnr/pppp1ppp/8/4p3/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,b1c3,b1c3
WHITE,r1bqkbnr/pppp1ppp/2n5/4p3/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 2 3,e2e3,e2e3
WHITE,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2N1P3/PP1P1PPP/R1BQKBNR w KQkq - 1 4,a2a3,a2a3
WHITE,r1bqkb1r/pppp1p1p/2n2np1/4p3/2P5/P1N1P3/1P1P1PPP/R1BQKBNR w KQkq - 0 5,g2g3,g2g3
WHITE,r1bqk2r/pppp1pbp/2n2np1/4p3/2P5/P1N1P1P1/1P1P1P1P/R1BQKBNR w KQkq - 1 6,f1g2,f1g2
WHITE,r1bq1rk1/pppp1pbp/2n2np1/4p3/2P5/P1N1P1P1/1P1P1PBP/R1BQK1NR w KQ - 3 7,g1e2,g1e2
WHITE,r1bq1rk1/ppp2pbp/2np1np1/4p3/2P5/P1N1P1P1/1P1PNPBP/R1BQK2R w KQ - 0 8,b2b4,b2b4
WHITE,r2q1rk1/ppp2pbp/2npbnp1/4p3/1PP5/P1N1P1P1/3PNPBP/R1BQK2R w KQ - 1 9,b4b5,b4b5
WHITE,r2q1rk1/ppp2pbp/3pbnp1/nP2p3/2P5/P1N1P1P1/3PNPBP/R1BQK2R w KQ - 1 10,d2d3,d2d3
WHITE,r2q1rk1/ppp2pbp/4bnp1/nP1pp3/2P5/P1NPP1P1/4NPBP/R1BQK2R w KQ - 0 11,c4d5,c4d5
WHITE,r2q1rk1/ppp2pbp/4b1p1/nP1np3/8/P1NPP1P1/4NPBP/R1BQK2R w KQ - 0 12,a1b1,a1b1
WHITE,r4rk1/pppq1pbp/4b1p1/nP1np3/8/P1NPP1P1/4NPBP/1RBQK2R w K - 2 13,c1d2,c1d2
WHITE,r4rk1/p1pq1pbp/1p2b1p1/nP1np3/8/P1NPP1P1/3BNPBP/1R1QK2R w K - 0 14,c3e4,c3e4
WHITE,r4rk1/p1pq1pbp/1p4p1/nP1np3/4N3/P2PP1Pb/3BNPBP/1R1QK2R w K - 2 15,O-O,e1g1
WHITE,r4rk1/p1pq1pbp/1p4p1/nP1np3/4N3/P2PP1P1/3BNPbP/1R1Q1RK1 w - - 0 16,g1g2,g1g2
WHITE,r4rk1/pnpq1pbp/1p4p1/1P1np3/4N3/P2PP1P1/3BNPKP/1R1Q1R2 w - - 1 17,d1b3,d1b3
WHITE,r4rk1/pnpq1pb1/1p4pp/1P1np3/4N3/PQ1PP1P1/3BNPKP/1R3R2 w - - 0 18,f1c1,f1c1
WHITE,r4r2/pnpq1pbk/1p4pp/1P1np3/4N3/PQ1PP1P1/3BNPKP/1RR5 w - - 2 19,b3c4,b3c4
WHITE,r4r2/pnpq2bk/1p4pp/1P1npp2/2Q1N3/P2PP1P1/3BNPKP/1RR5 w - - 0 20,e4c3,e4c3
WHITE,r4r2/pnpq2bk/1p4pp/1P2pp2/2Q5/P1nPP1P1/3BNPKP/1RR5 w - - 0 21,c1c3,c1c3
WHITE,r4r2/p1pq2bk/1p4pp/1Pn1pp2/2Q5/P1RPP1P1/3BNPKP/1R6 w - - 1 22,d3d4,d3d4
WHITE,r4r2/p1pq2bk/1p4pp/1P2pp2/2QPn3/P1R1P1P1/3BNPKP/1R6 w - - 1 23,c3c2,c3c2
WHITE,2r2r2/p1pq2bk/1p4pp/1P2pp2/2QPn3/P3P1P1/2RBNPKP/1R6 w - - 3 24,d2b4,d2b4
WHITE,2r1r3/p1pq2bk/1p4pp/1P2pp2/1BQPn3/P3P1P1/2R1NPKP/1R6 w - - 5 25,c4c6,c4c6
WHITE,2r1r3/p1p2qbk/1pQ3pp/1P2pp2/1B1Pn3/P3P1P1/2R1NPKP/1R6 w - - 7 26,c6c4,c6c4
WHITE,2r1r3/p1pq2bk/1p4pp/1P2pp2/1BQPn3/P3P1P1/2R1NPKP/1R6 w - - 9 27,c4c6,c4c6
WHITE,2r1r3/p1p2qbk/1pQ3pp/1P2pp2/1B1Pn3/P3P1P1/2R1NPKP/1R6 w - - 11 28,d4e5,d4e5
WHITE,2r1r3/p1p2q1k/1pQ3pp/1P2bp2/1B2n3/P3P1P1/2R1NPKP/1R6 w - - 0 29,b1d1,b1d1
WHITE,3rr3/p1p2q1k/1pQ3pp/1P2bp2/1B2n3/P3P1P1/2R1NPKP/3R4 w - - 2 30,d1d8,d1d8
WHITE,3r4/p1p2q1k/1pQ3pp/1P2bp2/1B2n3/P3P1P1/2R1NPKP/8 w - - 0 31,f2f4,f2f4
WHITE,3r4/p1p2q1k/1pQb2pp/1P3p2/1B2nP2/P3P1P1/2R1N1KP/8 w - - 1 32,b4d6,b4d6
WHITE,3r4/p4q1k/1pQp2pp/1P3p2/4nP2/P3P1P1/2R1N1KP/8 w - - 0 33,e2d4,e2d4
WHITE,4r3/p4q1k/1pQp2pp/1P3p2/3NnP2/P3P1P1/2R3KP/8 w - - 2 34,c6c7,c6c7
WHITE,8/p1Q1rq1k/1p1p2pp/1P3p2/3NnP2/P3P1P1/2R3KP/8 w - - 4 35,c7d8,c7d8
WHITE,3Q4/p3rq1k/1p1p2pp/1Pn2p2/3N1P2/P3P1P1/2R3KP/8 w - - 6 36,d8d6,d8d6
WHITE,8/p4q1k/1p1Q2pp/1Pn2p2/3N1P2/P3r1P1/2R3KP/8 w - - 0 37,d4c6,d4c6
WHITE,4q3/p6k/1pNQ2pp/1Pn2p2/5P2/P3r1P1/2R3KP/8 w - - 2 38,d6c7,d6c7
WHITE,4q2k/p1Q5/1pN3pp/1Pn2p2/5P2/P3r1P1/2R3KP/8 w - - 4 39,c6e5,c6e5
WHITE,7k/p1Q5/1p4pp/1qn1Np2/5P2/P3r1P1/2R3KP/8 w - - 0 40,c7d8,c7d8
WHITE,3Q4/p6k/1p4pp/1qn1Np2/5P2/P3r1P1/2R3KP/8 w - - 2 41,d8e7,d8e7
WHITE,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,e2e4
WHITE,rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d3,d2d3
WHITE,rnbqkbnr/pp2pppp/2p5/3p4/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 3,b1d2,b1d2
WHITE,rnbqkbnr/pp3ppp/2p5/3pp3/4P3/3P4/PPPN1PPP/R1BQKBNR w KQkq - 0 4,g2g3,g2g3
WHITE,rnbqk1nr/pp3ppp/2pb4/3pp3/4P3/3P2P1/PPPN1P1P/R1BQKBNR w KQkq - 1 5,f1g2,f1g2
WHITE,rnbqk2r/pp3ppp/2pb1n2/3pp3/4P3/3P2P1/PPPN1PBP/R1BQK1NR w KQkq - 3 6,g1f3,g1f3
WHITE,rnbq1rk1/pp3ppp/2pb1n2/3pp3/4P3/3P1NP1/PPPN1PBP/R1BQK2R w KQ - 5 7,O-O,e1g1
WHITE,rnbqr1k1/pp3ppp/2pb1n2/3pp3/4P3/3P1NP1/PPPN1PBP/R1BQ1RK1 w - - 7 8,f1e1,f1e1
WHITE,r1bqr1k1/pp1n1ppp/2pb1n2/3pp3/4P3/3P1NP1/PPPN1PBP/R1BQR1K1 w - - 9 9,f3h4,f3h4
WHITE,r1bqr1k1/1p1n1ppp/2pb1n2/p2pp3/4P2N/3P2P1/PPPN1PBP/R1BQR1K1 w - - 0 10,d2f1,d2f1
WHITE,r1b1r1k1/1pqn1ppp/2pb1n2/p2pp3/4P2N/3P2P1/PPP2PBP/R1BQRNK1 w - - 2 11,f1e3,f1e3
WHITE,r1b1r1k1/1pqn1ppp/2pb1n2/p3p3/3pP2N/3PN1P1/PPP2PBP/R1BQR1K1 w - - 0 12,e3f5,e3f5
WHITE,r1b1rbk1/1pqn1ppp/2p2n2/p3pN2/3pP2N/3P2P1/PPP2PBP/R1BQR1K1 w - - 2 13,f2f4,f2f4
WHITE,r1b1rbk1/1pqn1ppp/2p2n2/4pN2/p2pPP1N/3P2P1/PPP3BP/R1BQR1K1 w - - 0 14,e1f1,e1f1
WHITE,2b1rbk1/1pqn1ppp/2p2n2/r3pN2/p2pPP1N/3P2P1/PPP3BP/R1BQ1RK1 w - - 2 15,h4f3,h4f3
WHITE,2b1rbk1/1pqn1ppp/2p2n2/r4N2/p2pPp2/3P1NP1/PPP3BP/R1BQ1RK1 w - - 0 16,c1f4,c1f4
WHITE,2b1rbk1/1p1n1ppp/1qp2n2/r4N2/p2pPB2/3P1NP1/PPP3BP/R2Q1RK1 w - - 1 17,a1b1,a1b1
WHITE,2b1rbk1/1p1n1ppp/1qp5/r4N2/p2pPBn1/3P1NP1/PPP3BP/1R1Q1RK1 w - - 3 18,g1h1,g1h1
WHITE,2b1rbk1/1p1n1ppp/1q6/r1p2N2/p2pPBn1/3P1NP1/PPP3BP/1R1Q1R1K w - - 0 19,f3d2,f3d2
WHITE,2b1rbk1/1p1n1ppp/1q6/r1p1nN2/p2pPB2/3P2P1/PPPN2BP/1R1Q1R1K w - - 2 20,d1h5,d1h5
WHITE,2b1rbk1/1p1n1ppp/6q1/r1p1nN1Q/p2pPB2/3P2P1/PPPN2BP/1R3R1K w - - 4 21,h5e2,h5e2
WHITE,2b1rbk1/1p1n1ppp/6q1/1rp1nN2/p2pPB2/3P2P1/PPPNQ1BP/1R3R1K w - - 6 22,b2b3,b2b3
WHITE,2b1rbk1/1p1n1ppp/6q1/1rp1nN2/3pPB2/1p1P2P1/P1PNQ1BP/1R3R1K w - - 0 23,a2b3,a2b3
WHITE,2b1rbk1/1p1n1ppp/6q1/r1p1nN2/3pPB2/1P1P2P1/2PNQ1BP/1R3R1K w - - 1 24,d2c4,d2c4
WHITE,2b1rbk1/1p1n1ppp/6q1/r1p2N2/2npPB2/1P1P2P1/2P1Q1BP/1R3R1K w - - 0 25,b3c4,b3c4
WHITE,2b1rbk1/1p1n1ppp/6q1/2p2N2/2PpPB2/3P2P1/r1P1Q1BP/1R3R1K w - - 1 26,e2d2,e2d2
WHITE,2b1rbk1/1p3ppp/6q1/2p1nN2/2PpPB2/3P2P1/r1PQ2BP/1R3R1K w - - 3 27,f5h4,f5h4
WHITE,2b1rbk1/1p3ppp/q7/2p1n3/2PpPB1N/3P2P1/r1PQ2BP/1R3R1K w - - 5 28,h4f3,h4f3
WHITE,2b1rbk1/1p3ppp/q7/2p5/2PpPBn1/3P1NP1/r1PQ2BP/1R3R1K w - - 7 29,h2h3,h2h3
WHITE,2b1rbk1/1p3ppp/q7/2p5/2PpPB2/3PnNPP/r1PQ2B1/1R3R1K w - - 1 30,f4e3,f4e3
WHITE,2b1rbk1/1p3ppp/q7/2p5/2P1P3/3PpNPP/r1PQ2B1/1R3R1K w - - 0 31,d2e2,d2e2
WHITE,2b1rbk1/1p3ppp/8/2p5/q1P1P3/3PpNPP/r1P1Q1B1/1R3R1K w - - 2 32,b1c1,b1c1
WHITE,2b1r1k1/1p3ppp/3b4/2p5/q1P1P3/3PpNPP/r1P1Q1B1/2R2R1K w - - 4 33,e4e5,e4e5
WHITE,2b1r1k1/1p3ppp/8/2p1b3/q1P5/3PpNPP/r1P1Q1B1/2R2R1K w - - 0 34,f3g5,f3g5
WHITE,2b1r1k1/1p3ppp/5b2/2p3N1/q1P5/3Pp1PP/r1P1Q1B1/2R2R1K w - - 2 35,g5e4,g5e4
WHITE,2b1r1k1/1p3ppp/8/2p5/q1PbN3/3Pp1PP/r1P1Q1B1/2R2R1K w - - 4 36,e4g5,e4g5
WHITE,2b1r1k1/1p4pp/5p2/2p3N1/q1Pb4/3Pp1PP/r1P1Q1B1/2R2R1K w - - 0 37,e2h5,e2h5
WHITE,2b1r1k1/1p4p1/5p1p/2p3NQ/q1Pb4/3Pp1PP/r1P3B1/2R2R1K w - - 0 38,g2d5,g2d5
WHITE,2b1r2k/1p4p1/5p1p/2pB2NQ/q1Pb4/3Pp1PP/r1P5/2R2R1K w - - 2 39,g5f7,g5f7
WHITE,2b1r3/1p3Npk/5p1p/2pB3Q/q1Pb4/3Pp1PP/r1P5/2R2R1K w - - 4 40,f7h6,f7h6
WHITE,2b1r3/1p5k/5ppN/2pB3Q/q1Pb4/3Pp1PP/r1P5/2R2R1K w - - 0 41,h5h4,h5h4
WHITE,2b1r3/1p4k1/5ppN/2pB4/q1Pb3Q/3Pp1PP/r1P5/2R2R1K w - - 2 42,h6f7,h6f7
WHITE,2b5/1p3Nk1/4rpp1/2pB4/q1Pb3Q/3Pp1PP/r1P5/2R2R1K w - - 4 43,h4h6,h4h6
WHITE,2b5/1p3k2/4rppQ/2pB4/q1Pb4/3Pp1PP/r1P5/2R2R1K w - - 0 44,h6h8,h6h8
WHITE,2b4Q/1p3k2/4rpp1/2pB4/q1Pb4/3Pp1PP/2r5/2R2R1K w - - 0 45,f1f6,f1f6
WHITE,2b4Q/1p3k2/4rbp1/2pB4/q1P5/3Pp1PP/2r5/2R4K w - - 0 46,h8h7,h8h7
BLACK,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,a7a6,a7a6
BLACK,rnbqkbnr/1ppppppp/p7/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,b7b5,b7b5
BLACK,rnbqkbnr/2pppppp/p7/1p6/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,c8b7,c8b7
BLACK,rn1qkbnr/1bpppppp/p7/1p6/3PP3/3B1N2/PPP2PPP/RNBQK2R b KQkq - 2 4,e7e6,e7e6
BLACK,rn1qkbnr/1bpp1ppp/p3p3/1p6/3PP3/2PB1N2/PP3PPP/RNBQK2R b KQkq - 0 5,c7c5,c7c5
BLACK,rn1qkbnr/1b1p1ppp/p3p3/1pp5/3PP3/2PB1N2/PP3PPP/RNBQ1RK1 b kq - 1 6,d7d5,d7d5
BLACK,rn1qkbnr/1b3ppp/p3p3/1pppP3/3P4/2PB1N2/PP3PPP/RNBQ1RK1 b kq - 0 7,b8c6,b8c6
BLACK,r2qkbnr/1b3ppp/p1n1p3/1pppP3/3P4/2PB1N2/PP3PPP/RNBQR1K1 b kq - 2 8,d8b6,d8b6
BLACK,r3kbnr/1b3ppp/pqn1p3/1pppP3/3P4/P1PB1N2/1P3PPP/RNBQR1K1 b kq - 0 9,c5c4,c5c4
BLACK,r3kbnr/1b3ppp/pqn1p3/1p1pP3/2pP4/P1P2N2/1P3PPP/RNBQRBK1 b kq - 1 10,a6a5,a6a5
BLACK,r3kbnr/1b3ppp/1qn1p3/pp1pP3/2pP1B2/P1P2N2/1P3PPP/RN1QRBK1 b kq - 1 11,h7h6,h7h6
BLACK,r3kbnr/1b3pp1/1qn1p2p/pp1pP3/2pP1B2/P1P2N2/1P1N1PPP/R2QRBK1 b kq - 1 12,g8e7,g8e7
BLACK,r3kb1r/1b2npp1/1qn1p2p/pp1pP3/2pP4/P1P2NB1/1P1N1PPP/R2QRBK1 b kq - 3 13,e7f5,e7f5
BLACK,r3kb1r/1b3pp1/1qn1p2p/pp1pPn2/2pP4/P1P2NB1/1P1NQPPP/R3RBK1 b kq - 5 14,g7g5,g7g5
BLACK,r3kb1r/1b3p2/1qn1p2p/pp1pPnp1/2pP4/P1P2NB1/1P2QPPP/RN2RBK1 b kq - 1 15,f8e7,f8e7
BLACK,r3k2r/1b2bp2/1qn1p2p/pp1pPnp1/2pP4/P1P3B1/1P1NQPPP/RN2RBK1 b kq - 3 16,h6h5,h6h5
BLACK,r3k2r/1b2bp2/1qn1p3/pp1pPnpp/2pP4/P1P2PB1/1P1NQ1PP/RN2RBK1 b kq - 0 17,f5g3,f5g3
BLACK,r3k2r/1b2bp2/1qn1p3/pp1pP1pp/2pP4/P1P2PP1/1P1NQ1P1/RN2RBK1 b kq - 0 18,c6d4,c6d4
BLACK,r3k2r/1b2bp2/1q2p3/pp1pP1pp/2pP4/P4PP1/1P1NQ1P1/RN2RBK1 b kq - 0 19,b6d4,b6d4
BLACK,r3k2r/1b2bp2/4p3/pp1pP1pp/2pq4/P4PP1/1P1N1QP1/RN2RBK1 b kq - 1 20,e7c5,e7c5
WHITE,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,d2d4
WHITE,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,e2e3,e2e3
WHITE,rnbqkb1r/pppp1ppp/4pn2/8/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 0 3,f1d3,f1d3
WHITE,rnbqkb1r/pp1p1ppp/4pn2/2p5/3P4/3BP3/PPP2PPP/RNBQK1NR w KQkq - 0 4,c2c3,c2c3
WHITE,rnbqkb1r/p2p1ppp/1p2pn2/2p5/3P4/2PBP3/PP3PPP/RNBQK1NR w KQkq - 0 5,f2f4,f2f4
WHITE,rn1qkb1r/pb1p1ppp/1p2pn2/2p5/3P1P2/2PBP3/PP4PP/RNBQK1NR w KQkq - 1 6,g1f3,g1f3
WHITE,rn1qkb1r/pb3ppp/1p2pn2/2pp4/3P1P2/2PBPN2/PP4PP/RNBQK2R w KQkq - 0 7,b1d2,b1d2
WHITE,rn1qk2r/pb3ppp/1p1bpn2/2pp4/3P1P2/2PBPN2/PP1N2PP/R1BQK2R w KQkq - 2 8,f3e5,f3e5
WHITE,rn1q1rk1/pb3ppp/1p1bpn2/2ppN3/3P1P2/2PBP3/PP1N2PP/R1BQK2R w KQ - 4 9,d1f3,d1f3
WHITE,r2q1rk1/pb1n1ppp/1p1bpn2/2ppN3/3P1P2/2PBPQ2/PP1N2PP/R1B1K2R w KQ - 6 10,g2g4,g2g4
WHITE,r2q1rk1/pb1n1p1p/1p1bpnp1/2ppN3/3P1PP1/2PBPQ2/PP1N3P/R1B1K2R w KQ - 0 11,h2h4,h2h4
WHITE,r2q1rk1/pb1nbp1p/1p2pnp1/2ppN3/3P1PPP/2PBPQ2/PP1N4/R1B1K2R w KQ - 1 12,h4h5,h4h5
WHITE,r2q1rk1/pb2bp1p/1p2pnp1/2ppn2P/3P1PP1/2PBPQ2/PP1N4/R1B1K2R w KQ - 0 13,f4e5,f4e5
WHITE,r2q1rk1/pb2bp1p/1p2p1p1/2ppP2P/3Pn1P1/2PBPQ2/PP1N4/R1B1K2R w KQ - 1 14,d2e4,d2e4
WHITE,r2q1rk1/pb2bp1p/1p2p1p1/2p1P2P/3Pp1P1/2PBPQ2/PP6/R1B1K2R w KQ - 0 15,d3e4,d3e4
WHITE,r2q1rk1/pb3p1p/1p2p1p1/2p1P2P/3PB1Pb/2P1PQ2/PP6/R1B1K2R w KQ - 1 16,e1d1,e1d1
WHITE,r2q1rk1/p4p1p/1p2p1p1/2p1P2P/3Pb1Pb/2P1PQ2/PP6/R1BK3R w - - 0 17,f3e4,f3e4
WHITE,r2q1rk1/p4p1p/1p2p1p1/2p1P1bP/3PQ1P1/2P1P3/PP6/R1BK3R w - - 1 18,d1e2,d1e2
WHITE,r4rk1/p2q1p1p/1p2p1p1/2p1P1bP/3PQ1P1/2P1P3/PP2K3/R1B4R w - - 3 19,a2a4,a2a4
WHITE,r4rk1/p2q1p1p/4p1p1/1pp1P1bP/P2PQ1P1/2P1P3/1P2K3/R1B4R w - - 0 20,a4a5,a4a5
WHITE,r4rk1/p2q1p1p/4p1p1/P1p1P1bP/1p1PQ1P1/2P1P3/1P2K3/R1B4R w - - 0 21,c3c4,c3c4
WHITE,r4rk1/p2q1p1p/4p1p1/P1p1P1bP/2PPQ1P1/1p2P3/1P2K3/R1B4R w - - 0 22,c1d2,c1d2
WHITE,r4rk1/p2q1p1p/4p1p1/P3P1bP/2PpQ1P1/1p2P3/1P1BK3/R6R w - - 0 23,e3d4,e3d4
WHITE,r4rk1/p2q1p1p/4p1p1/P3P2P/2PPQ1P1/1p6/1P1bK3/R6R w - - 0 24,e2d2,e2d2
WHITE,r2r2k1/p2q1p1p/4p1p1/P3P2P/2PPQ1P1/1p6/1P1K4/R6R w - - 1 25,d2c3,d2c3
WHITE,2rr2k1/p2q1p1p/4p1p1/P3P2P/2PPQ1P1/1pK5/1P6/R6R w - - 3 26,h5g6,h5g6
WHITE,2rr2k1/p2q3p/4p1p1/P3P3/2PPQ1P1/1pK5/1P6/R6R w - - 0 27,c4c5,c4c5
WHITE,3r2k1/p2q3p/4p1p1/P1r1P3/3PQ1P1/1pK5/1P6/R6R w - - 0 28,d4c5,d4c5
WHITE,3r2k1/p6p/4p1p1/P1P1P3/4Q1P1/1pK5/1P1q4/R6R w - - 1 29,c3c4,c3c4
